,PanCK,CD3,CD4,CD8,CD20,CD68,PD1,PDL1,FOXP3,Ki67,SMA,CD31,VIM,CD45
cell_02862,5,8,1,3,0,1,2,5,2,5,0,3,3,1
cell_02863,1,5,2,7,2,0,2,8,3,4,0,12,7,4
cell_02864,0,4,3,2,0,1,2,4,2,5,0,4,5,0
cell_02865,2,1,2,5,1,1,0,5,7,6,0,6,6,3
cell_02866,2,4,3,6,4,1,2,3,7,9,0,1,5,1
cell_02867,0,4,7,2,3,1,1,5,4,4,1,5,6,0
cell_02868,4,6,1,6,1,0,0,6,6,2,2,5,7,2
cell_02869,2,2,8,6,1,2,1,5,4,3,0,3,8,1
cell_02870,1,4,7,1,2,1,1,1,7,8,1,3,4,0
cell_02871,4,5,4,6,1,1,1,0,6,6,1,7,4,1
cell_02872,2,5,5,6,0,0,1,5,2,6,0,5,2,3
cell_02873,2,11,8,3,3,3,1,2,2,6,1,6,2,4
cell_02874,2,7,2,4,0,0,0,6,6,7,1,8,4,3
cell_02875,5,8,1,3,1,1,1,4,4,5,0,5,5,0
cell_02876,4,6,3,3,2,1,1,6,3,9,2,2,3,1
cell_02877,6,5,7,5,2,0,0,5,2,4,0,3,6,1
cell_02878,2,2,7,7,0,1,0,3,3,4,0,5,3,3
cell_02879,1,4,6,2,2,2,0,6,3,7,0,11,5,0
cell_02880,3,7,7,2,0,1,0,6,1,7,2,8,4,0
cell_02881,2,8,3,4,1,2,0,9,7,4,2,2,6,1
cell_02882,2,7,4,4,0,0,1,0,6,2,0,6,7,2
cell_02883,1,8,1,2,1,0,0,12,4,4,0,3,8,0
cell_02884,1,2,3,7,2,1,2,9,2,6,1,3,9,1
cell_02885,0,8,5,8,1,0,0,3,7,7,0,5,3,1
cell_02886,0,5,9,5,3,0,0,5,2,5,0,2,1,2
cell_02887,2,7,7,2,1,0,0,4,3,4,1,4,6,3
cell_02888,2,4,4,5,2,4,1,4,0,4,0,6,4,1
cell_02889,2,3,7,7,0,2,1,8,0,3,3,7,4,0
cell_02890,4,4,4,2,1,1,1,0,3,5,1,6,5,3
cell_02891,1,4,5,2,1,0,0,5,9,2,1,4,7,1
cell_02892,1,5,9,4,1,2,0,3,3,2,0,6,11,1
cell_02893,1,10,6,1,0,0,0,2,2,2,1,6,5,0
cell_02894,1,12,4,0,1,1,0,5,1,6,1,6,5,4
cell_02895,3,4,5,4,1,0,1,9,9,3,0,6,5,2
cell_02896,3,7,6,5,1,1,1,4,3,4,1,5,4,2
cell_02897,0,7,6,3,1,3,0,4,2,4,0,7,8,2
cell_02898,2,8,6,2,0,2,0,9,4,5,1,7,3,1
cell_02899,4,3,7,5,1,0,2,6,1,6,2,4,3,0
cell_02900,4,3,2,3,2,1,1,5,3,2,0,6,9,0
cell_02901,2,10,5,6,1,2,1,2,0,5,0,5,4,1
cell_02902,0,6,2,6,0,0,1,5,3,5,1,4,5,1
cell_02903,1,6,5,4,1,1,1,5,4,3,0,3,8,2
cell_02904,1,4,7,6,0,0,1,3,5,4,1,6,5,3
cell_02905,3,0,2,1,2,1,0,10,3,4,0,6,6,0
cell_02906,3,5,3,1,1,0,1,3,6,1,0,1,2,0
cell_02907,0,7,5,2,3,0,0,6,3,5,0,6,5,2
cell_02908,1,4,6,3,1,1,1,4,2,3,1,3,8,1
cell_02909,1,1,4,1,1,2,0,2,2,5,1,7,6,2
cell_02910,3,7,2,4,1,2,1,8,3,4,0,4,6,3
cell_02911,5,6,2,4,1,2,0,5,4,5,1,3,6,3
cell_02912,3,9,6,0,1,2,0,4,2,3,0,6,8,3
cell_02913,1,5,5,6,0,2,1,3,4,10,1,8,4,2
cell_02914,3,7,7,2,0,0,2,6,5,5,0,8,7,2
cell_02915,1,1,6,7,0,3,0,6,1,0,1,8,5,2
cell_02916,2,6,3,4,1,3,1,3,1,5,0,12,14,0
cell_02917,2,8,6,5,1,1,1,8,3,10,0,4,4,0
cell_02918,5,6,9,4,1,3,0,13,4,3,0,5,3,2
cell_02919,3,3,11,4,2,0,2,7,2,3,0,6,4,2
cell_02920,5,5,4,2,1,3,0,9,2,2,1,5,2,1
cell_02921,2,1,5,1,2,0,1,7,0,3,0,9,2,1
cell_02922,1,1,8,10,1,0,5,7,1,2,1,4,5,0
cell_02923,3,13,2,6,1,2,0,6,6,6,0,7,6,1
cell_02924,4,4,8,1,1,1,0,3,6,5,0,3,4,0
cell_02925,2,10,5,3,0,3,0,8,5,2,1,6,8,1
cell_02926,2,2,4,7,3,1,0,7,7,1,0,4,7,0
cell_02927,7,5,1,2,1,1,0,6,4,5,2,9,8,2
cell_02928,0,4,7,5,4,2,0,1,6,3,0,11,4,1
cell_02929,2,3,5,5,2,2,0,4,4,3,1,5,4,1
cell_02930,1,5,8,5,1,0,0,3,7,4,2,11,7,3
cell_02931,4,10,5,1,1,1,1,8,4,6,0,6,11,4
cell_02932,4,5,9,5,3,2,1,2,3,1,2,8,7,1
cell_02933,2,10,3,2,1,2,0,10,4,7,0,5,4,1
cell_02934,3,5,5,1,1,1,3,6,1,2,0,5,3,8
cell_02935,1,4,4,5,3,2,0,4,5,1,0,6,4,2
cell_02936,2,7,7,6,2,1,0,5,0,4,1,7,3,1
cell_02937,3,4,8,6,2,2,0,4,2,4,1,10,7,2
cell_02938,4,2,5,3,1,3,1,4,3,4,1,5,3,1
cell_02939,2,2,3,8,4,3,0,7,5,12,0,8,5,2
cell_02940,2,4,2,3,1,2,0,3,5,9,1,8,4,0
cell_02941,3,6,6,2,3,2,1,6,3,4,1,3,4,1
cell_02942,5,3,7,4,1,1,0,3,1,3,0,7,3,2
cell_02943,4,4,0,4,1,1,0,4,5,8,2,10,10,1
cell_02944,1,3,2,3,1,1,0,7,3,1,0,8,5,2
cell_02945,3,7,6,4,1,1,1,5,5,6,2,3,4,0
cell_02946,1,1,4,2,1,0,0,9,1,7,0,4,1,0
cell_02947,2,7,1,3,2,3,1,7,4,7,0,8,7,1
cell_02948,2,7,6,4,1,2,3,3,3,3,1,5,4,4
cell_02949,1,4,5,5,3,0,1,6,3,3,1,3,8,2
cell_02950,4,10,7,4,1,1,1,5,2,3,1,7,2,1
cell_02951,4,8,4,1,1,1,0,1,3,4,1,5,4,3
cell_02952,2,5,7,3,1,3,0,2,2,8,1,4,6,2
cell_02953,2,10,3,3,1,2,0,5,3,6,1,7,7,0
cell_02954,3,9,3,5,2,0,1,7,6,2,3,4,3,2
cell_02955,2,6,5,2,0,4,0,6,5,8,1,5,4,3
cell_02956,5,7,3,4,1,1,1,6,5,4,0,6,3,3
cell_02957,1,7,4,3,3,2,0,6,3,5,1,7,5,2
cell_02958,4,6,6,1,1,1,1,7,3,3,0,8,4,3
cell_02959,0,1,7,2,1,3,1,6,4,3,0,5,4,2
cell_02960,3,3,3,3,2,2,2,9,3,6,1,6,3,2
cell_02961,3,6,8,2,3,2,0,8,4,1,1,8,9,3
cell_02962,3,7,8,4,1,0,2,1,1,3,1,5,3,2
cell_02963,3,6,2,5,0,1,1,4,5,3,0,7,2,0
cell_02964,1,10,6,2,1,4,2,3,8,6,1,7,7,1
cell_02965,5,6,4,5,1,1,0,1,2,4,0,7,10,3
cell_02966,2,12,6,1,4,0,1,8,6,4,1,6,6,3
cell_02967,6,2,3,1,2,3,1,2,4,3,2,4,2,2
cell_02968,3,9,4,6,2,2,0,6,8,7,0,8,3,3
cell_02969,5,8,3,3,1,1,2,3,4,4,1,4,3,2
cell_02970,3,4,5,3,3,1,1,7,5,6,1,3,8,1
cell_02971,2,5,3,5,1,0,2,7,2,2,0,5,3,2
cell_02972,1,4,4,6,0,0,0,5,7,3,0,7,8,1
cell_02973,1,4,3,5,0,2,1,4,5,8,0,4,3,2
cell_02974,2,10,8,4,0,1,1,6,5,3,0,8,5,1
cell_02975,2,5,5,7,2,2,1,4,13,6,2,7,7,2
cell_02976,5,5,3,4,1,1,0,3,3,3,1,6,3,0
cell_02977,1,3,7,4,1,2,1,4,6,6,0,5,4,2
cell_02978,2,7,6,7,2,0,0,1,4,4,0,5,3,2
cell_02979,3,4,8,2,4,1,0,6,4,4,0,8,5,0
cell_02980,2,11,7,3,1,2,0,7,3,7,1,6,2,1
cell_02981,1,6,5,9,2,2,2,7,3,3,0,5,7,2
cell_02982,3,2,5,1,1,1,1,5,3,5,0,6,4,0
cell_02983,3,6,3,4,2,2,0,6,5,2,1,5,5,1
cell_02984,4,1,5,4,1,1,0,7,4,4,0,8,2,2
cell_02985,3,7,5,4,0,0,2,5,5,7,0,11,9,1
cell_02986,2,5,4,4,1,4,1,4,5,4,0,2,5,1
cell_02987,1,5,5,4,1,1,0,6,3,2,0,8,3,2
cell_02988,5,3,6,4,0,1,0,9,1,1,1,5,4,4
cell_02989,1,3,4,4,2,1,0,3,1,4,0,8,7,2
cell_02990,2,8,3,4,3,1,1,4,5,6,1,2,1,5
cell_02991,5,4,8,5,1,0,0,3,2,3,1,8,6,3
cell_02992,1,2,5,5,2,1,1,1,6,7,0,4,7,1
cell_02993,4,3,11,5,2,4,0,4,0,4,0,8,8,3
cell_02994,1,10,5,2,1,1,0,7,3,2,0,5,8,3
cell_02995,1,7,5,7,1,2,0,8,1,6,1,4,4,1
cell_02996,8,7,2,4,0,2,1,6,1,3,0,8,4,0
cell_02997,1,11,6,2,1,1,1,11,9,5,0,4,1,0
cell_02998,7,6,4,3,4,1,1,6,8,5,2,5,6,2
cell_02999,3,5,3,2,1,0,2,6,3,2,0,5,1,1
